gain	0	1	-6
gain	0	7	-25
gain	0	8	-13
gain	0	10	-15
gain	0	15	-23
gain	0	18	-27
gain	0	30	-22
gain	0	34	-9
gain	0	37	-2
gain	0	39	-27
gain	0	40	-22
gain	0	46	-16
gain	1	3	-26
gain	1	6	-13
gain	1	8	-24
gain	1	12	-2
gain	1	13	-12
gain	1	16	-18
gain	1	18	-11
gain	1	22	-30
gain	1	25	-22
gain	1	28	-24
gain	1	36	-18
gain	1	39	-15
gain	1	40	-4
gain	1	44	-30
gain	2	7	-24
gain	2	15	-30
gain	2	16	-29
gain	2	19	-26
gain	2	20	-14
gain	2	22	-1
gain	2	24	-22
gain	2	30	-25
gain	2	46	-23
gain	2	48	0
gain	2	49	-20
gain	3	4	-25
gain	3	8	-26
gain	3	16	-11
gain	3	21	-14
gain	3	22	-5
gain	3	28	-14
gain	3	39	-16
gain	3	41	-17
gain	3	44	-19
gain	3	48	-3
gain	3	49	-28
gain	4	9	-21
gain	4	10	-14
gain	4	12	-30
gain	4	15	-7
gain	4	18	-11
gain	4	19	-30
gain	4	22	-21
gain	4	24	-9
gain	4	25	-10
gain	4	26	-16
gain	4	28	-26
gain	4	29	0
gain	4	33	-29
gain	4	34	-3
gain	4	36	-17
gain	4	41	-12
gain	4	45	-22
gain	5	2	-3
gain	5	3	-29
gain	5	14	-11
gain	5	16	-25
gain	5	18	-10
gain	5	19	-20
gain	5	30	-19
gain	5	31	-21
gain	5	35	-3
gain	6	2	-1
gain	6	3	-18
gain	6	7	-18
gain	6	9	-25
gain	6	10	-23
gain	6	12	-24
gain	6	14	-28
gain	6	19	-27
gain	6	21	-3
gain	6	25	-22
gain	6	26	-28
gain	6	30	-3
gain	6	31	-8
gain	6	35	-8
gain	6	40	-1
gain	6	42	-11
gain	6	47	-11
gain	7	1	-14
gain	7	2	-23
gain	7	4	-27
gain	7	5	-10
gain	7	11	-16
gain	7	16	-26
gain	7	18	-24
gain	7	19	-5
gain	7	22	-30
gain	7	25	-1
gain	7	26	-5
gain	7	29	-12
gain	7	31	-30
gain	7	34	-19
gain	7	37	-4
gain	7	41	-19
gain	7	47	-15
gain	8	1	-9
gain	8	5	-8
gain	8	6	-23
gain	8	13	-23
gain	8	15	-13
gain	8	17	-2
gain	8	18	-18
gain	8	22	-29
gain	8	25	-3
gain	8	29	-1
gain	8	45	-30
gain	8	46	-24
gain	8	48	-18
gain	8	49	-13
gain	9	0	-4
gain	9	5	-18
gain	9	6	-8
gain	9	7	-3
gain	9	18	-15
gain	9	21	-20
gain	9	22	-4
gain	9	25	-29
gain	9	26	-25
gain	9	31	-10
gain	9	32	-16
gain	9	35	-3
gain	9	37	-9
gain	9	38	-21
gain	9	47	-13
gain	10	0	-10
gain	10	1	-15
gain	10	6	-27
gain	10	8	-26
gain	10	11	-12
gain	10	12	-16
gain	10	13	-14
gain	10	14	-16
gain	10	15	-29
gain	10	16	-26
gain	10	17	-23
gain	10	23	-5
gain	10	30	-5
gain	10	32	-19
gain	10	36	-18
gain	10	41	-7
gain	10	42	-26
gain	10	45	-26
gain	11	4	-20
gain	11	10	-25
gain	11	12	-9
gain	11	16	-8
gain	11	17	-18
gain	11	22	-21
gain	11	26	-19
gain	11	27	-29
gain	11	28	-19
gain	11	29	-19
gain	11	31	-1
gain	11	42	-29
gain	11	43	-30
gain	11	45	-3
gain	11	47	-9
gain	11	48	-6
gain	11	49	-6
gain	12	1	-17
gain	12	7	-7
gain	12	11	-10
gain	12	13	-9
gain	12	15	-19
gain	12	17	-2
gain	12	20	-13
gain	12	22	-29
gain	12	24	-13
gain	12	38	-8
gain	12	39	-14
gain	12	40	-2
gain	12	44	-28
gain	12	47	-14
gain	13	6	-11
gain	13	7	-16
gain	13	8	-19
gain	13	14	-9
gain	13	16	-15
gain	13	17	-15
gain	13	19	-15
gain	13	21	-28
gain	13	22	-27
gain	13	24	-5
gain	13	26	-27
gain	13	27	-5
gain	13	34	-19
gain	13	36	-3
gain	13	38	-26
gain	13	39	-22
gain	13	44	-28
gain	13	46	-3
gain	13	48	-28
gain	13	49	-15
gain	14	1	-23
gain	14	5	-25
gain	14	7	-21
gain	14	12	-19
gain	14	13	-2
gain	14	20	-7
gain	14	29	-5
gain	14	33	-8
gain	14	38	-9
gain	14	42	-20
gain	14	43	-7
gain	15	0	-8
gain	15	4	-14
gain	15	5	-25
gain	15	7	-27
gain	15	8	-11
gain	15	11	-4
gain	15	14	-21
gain	15	23	-3
gain	15	27	-14
gain	15	28	-3
gain	15	29	-11
gain	15	31	-12
gain	15	36	-20
gain	15	37	-19
gain	15	40	-8
gain	15	45	-13
gain	15	48	-29
gain	16	4	-26
gain	16	5	-3
gain	16	9	-13
gain	16	12	-19
gain	16	17	-10
gain	16	18	-19
gain	16	23	-1
gain	16	24	-19
gain	16	26	-16
gain	16	27	-25
gain	16	30	-29
gain	16	32	-1
gain	16	34	-29
gain	16	38	-9
gain	16	40	-10
gain	16	47	-7
gain	17	1	-15
gain	17	2	-18
gain	17	4	-26
gain	17	7	-30
gain	17	8	-15
gain	17	15	-29
gain	17	16	-25
gain	17	21	-3
gain	17	22	-27
gain	17	24	-16
gain	17	29	-25
gain	17	45	-23
gain	17	47	0
gain	17	48	-20
gain	18	2	-25
gain	18	6	-26
gain	18	14	-11
gain	18	20	-14
gain	18	21	-5
gain	18	27	-14
gain	18	38	-16
gain	18	40	-17
gain	18	43	-19
gain	18	47	-3
gain	18	48	-28
gain	19	7	-21
gain	19	8	-14
gain	19	10	-30
gain	19	13	-7
gain	19	16	-11
gain	19	17	-30
gain	19	21	-21
gain	19	23	-9
gain	19	24	-10
gain	19	25	-16
gain	19	27	-26
gain	19	28	0
gain	19	32	-29
gain	19	33	-3
gain	19	35	-17
gain	19	40	-12
gain	19	44	-8
gain	19	46	-25
gain	20	0	-29
gain	20	2	-24
gain	20	4	-25
gain	20	5	-17
gain	20	9	-30
gain	20	10	-12
gain	20	19	-20
gain	20	25	-8
gain	20	32	-28
gain	20	41	-1
gain	20	42	-5
gain	20	43	-3
gain	20	46	-2
gain	21	3	-19
gain	21	6	-6
gain	21	8	0
gain	21	9	-20
gain	21	12	-10
gain	21	16	-7
gain	21	17	-9
gain	21	35	-3
gain	21	38	-22
gain	21	39	-25
gain	21	42	-30
gain	22	6	-19
gain	22	14	-25
gain	22	15	-13
gain	22	16	-6
gain	22	18	-3
gain	22	30	-11
gain	22	34	-6
gain	22	39	-22
gain	22	41	-13
gain	22	43	-2
gain	22	46	-13
gain	22	48	-3
gain	23	3	-18
gain	23	4	-11
gain	23	15	-26
