gain	0	4	-24
gain	0	36	-18
gain	0	38	-4
gain	1	8	-6
gain	1	9	-2
gain	1	10	-22
gain	1	18	-14
gain	1	38	-28
gain	1	41	-7
gain	2	5	-17
gain	2	6	-27
gain	2	11	-8
gain	2	16	-9
gain	2	17	-24
gain	2	46	-6
gain	3	6	-13
gain	3	14	-30
gain	3	26	-1
gain	3	41	-2
gain	4	11	-21
gain	4	18	0
gain	4	24	-4
gain	4	33	-13
gain	5	7	-8
gain	5	9	-30
gain	5	18	-17
gain	5	21	-16
gain	5	23	-17
gain	5	24	-9
gain	5	30	-11
gain	5	36	-21
gain	5	41	-24
gain	5	42	-28
gain	5	45	-21
gain	6	30	-25
gain	6	35	0
gain	7	8	-22
gain	7	10	-17
gain	7	14	-5
gain	7	17	-7
gain	7	20	-23
gain	7	30	-26
gain	8	10	-19
gain	8	13	-13
gain	8	31	-12
gain	8	46	-12
gain	9	0	-16
gain	9	2	-21
gain	9	7	-3
gain	9	23	-10
gain	9	27	-23
gain	9	28	0
gain	9	35	-2
gain	9	36	-1
gain	9	38	-2
gain	9	46	-6
gain	10	3	-25
gain	10	13	-27
gain	10	17	-18
gain	10	30	-25
gain	10	32	-28
gain	10	36	-28
gain	10	38	-24
gain	10	43	-7
gain	11	1	-12
gain	11	16	-2
gain	11	20	-18
gain	11	45	-1
gain	12	0	-18
gain	12	7	-5
gain	12	20	-18
gain	12	22	-13
gain	12	26	-11
gain	12	34	-27
gain	12	35	-24
gain	13	7	-25
gain	13	15	-29
gain	13	18	-14
gain	13	22	-11
gain	13	34	-27
gain	14	13	-29
gain	14	18	-7
gain	14	27	-1
gain	14	34	-27
gain	15	16	0
gain	15	22	-23
gain	15	27	-18
gain	15	44	-15
gain	15	45	-24
gain	16	1	-21
gain	16	18	-5
gain	16	26	-3
gain	16	30	-4
gain	16	32	-18
gain	16	37	-7
gain	16	38	-2
gain	17	26	0
gain	17	44	-18
gain	18	0	-3
gain	18	7	-28
gain	18	11	-10
gain	18	16	-14
gain	18	22	-25
gain	18	30	-8
gain	18	39	-15
gain	18	49	-13
gain	19	10	-3
gain	19	16	-14
gain	19	27	-19
gain	19	30	-15
gain	19	32	0
gain	19	40	-2
gain	19	48	-13
gain	20	0	-30
gain	20	15	-18
gain	20	17	-14
gain	20	25	-5
gain	20	29	-6
gain	20	32	-1
gain	21	33	-27
gain	21	34	-18
gain	21	36	-22
gain	21	37	-20
gain	21	43	-5
gain	21	49	-9
gain	22	0	-23
gain	22	3	-24
gain	22	8	-23
gain	22	19	-10
gain	22	26	-26
gain	22	36	-2
gain	22	46	-14
gain	23	4	-7
gain	23	7	-19
gain	23	8	-20
gain	23	12	-9
gain	23	21	-7
gain	23	28	-2
gain	23	47	0
gain	24	1	-14
gain	24	2	-27
gain	24	6	-30
gain	24	14	-11
gain	24	15	-21
gain	24	19	-20
gain	24	22	-21
gain	24	27	-20
gain	24	28	-29
gain	24	29	-11
gain	24	36	-11
gain	24	45	-26
gain	25	1	-21
gain	25	8	-8
gain	25	13	-12
gain	25	15	-27
gain	25	19	-19
gain	25	20	0
gain	25	38	-29
gain	25	39	-6
gain	25	42	-30
gain	25	43	-3
gain	25	46	-3
gain	26	9	-4
gain	26	10	-18
gain	26	28	-4
gain	26	46	-7
gain	26	48	-15
gain	27	0	-23
gain	27	13	-14
gain	27	17	-20
gain	27	26	-2
gain	27	29	-7
gain	27	32	-12
gain	28	10	-14
gain	28	13	-26
gain	28	16	-15
gain	28	17	-21
gain	28	39	-24
gain	28	40	-7
gain	29	0	-14
gain	29	10	-18
gain	29	12	-22
gain	29	17	-29
gain	29	25	-8
gain	29	32	-4
gain	29	42	-13
gain	29	43	-25
gain	30	19	-16
gain	30	20	-13
gain	30	34	-17
gain	30	37	-15
gain	30	40	-26
gain	30	41	-14
gain	31	0	-11
gain	31	1	-21
gain	31	12	-8
gain	31	13	-16
gain	31	15	-10
gain	31	16	-17
gain	31	28	-14
gain	31	32	-7
gain	31	34	-26
gain	31	39	-15
gain	31	41	-28
gain	31	48	-17
gain	32	21	-5
gain	32	23	-17
gain	32	25	-11
gain	32	27	-6
gain	32	34	-4
gain	32	46	-11
gain	32	49	-26
gain	33	12	-2
gain	33	47	-6
gain	34	3	-11
gain	34	11	-7
gain	34	28	-16
gain	34	40	-13
gain	34	45	-20
gain	34	48	-30
gain	35	10	-7
gain	35	14	-16
gain	35	30	-28
gain	35	33	-24
gain	35	36	-17
gain	35	37	-3
gain	35	42	-26
gain	36	13	0
gain	36	14	-8
gain	36	17	-22
gain	36	18	-15
gain	36	40	-6
gain	36	49	-25
