gain	0	1	-17
gain	0	19	-3
gain	0	20	-13
gain	0	21	-3
gain	0	26	-20
gain	0	27	-27
gain	0	29	-24
gain	0	30	-18
gain	0	31	-18
gain	0	42	-23
gain	0	46	-29
gain	0	47	-3
gain	1	2	-23
gain	1	19	-27
gain	1	20	-17
gain	1	22	-15
gain	1	24	-14
gain	1	26	-25
gain	1	27	-5
gain	1	28	-19
gain	1	37	-9
gain	1	38	-18
gain	1	40	-1
gain	1	44	-11
gain	2	0	-21
gain	2	5	-24
gain	2	10	-20
gain	2	13	-17
gain	2	16	-29
gain	2	19	-18
gain	2	24	-7
gain	2	34	-28
gain	2	42	-22
gain	2	44	-23
gain	3	5	-10
gain	3	6	-5
gain	3	7	-18
gain	3	8	-15
gain	3	12	-16
gain	3	13	-3
gain	3	14	-29
gain	3	21	-18
gain	3	24	-13
gain	3	28	-11
gain	3	29	-11
gain	3	31	-30
gain	3	32	-8
gain	3	33	-13
gain	3	35	-16
gain	3	38	-29
gain	3	45	-12
gain	3	46	-24
gain	4	9	-12
gain	4	20	-21
gain	4	22	-9
gain	4	27	-5
gain	4	36	-21
gain	4	43	-6
gain	4	44	-7
gain	5	9	-18
gain	5	10	-5
gain	5	21	-20
gain	5	30	-18
gain	5	37	-18
gain	5	39	-28
gain	5	41	-3
gain	5	48	-6
gain	6	11	-19
gain	6	14	-3
gain	6	15	0
gain	6	17	-8
gain	6	19	-11
gain	6	31	-15
gain	6	42	-22
gain	6	45	-24
gain	6	48	-13
gain	6	49	-15
gain	7	3	-16
gain	7	4	-29
gain	7	5	-17
gain	7	13	-22
gain	7	15	-1
gain	7	23	-3
gain	7	26	-7
gain	7	29	-3
gain	7	33	-12
gain	7	35	-25
gain	7	42	-3
gain	7	44	0
gain	7	48	-25
gain	8	4	-8
gain	8	6	-28
gain	8	16	-1
gain	8	17	-22
gain	8	26	-29
gain	8	29	-20
gain	8	31	-19
gain	8	35	-5
gain	8	42	-22
gain	8	43	-26
gain	8	45	-25
gain	9	4	-30
gain	9	12	-27
gain	9	14	-8
gain	9	16	-6
gain	9	18	-6
gain	9	25	-17
gain	9	27	-14
gain	9	32	-25
gain	9	44	-16
gain	9	45	-25
gain	10	6	-15
gain	10	8	-15
gain	10	14	-22
gain	10	17	-10
gain	10	19	-8
gain	10	29	-17
gain	10	34	-28
gain	10	36	-19
gain	10	37	-5
gain	10	41	-11
gain	10	42	-14
gain	10	43	-12
gain	10	45	-24
gain	10	46	0
gain	10	49	-13
gain	11	5	-16
gain	11	8	-10
gain	11	10	-26
gain	11	14	-18
gain	11	17	-26
gain	11	21	-29
gain	11	31	-27
gain	11	38	-29
gain	11	39	-24
gain	11	41	-9
gain	11	42	-10
gain	11	43	-28
gain	11	46	-18
gain	12	4	-14
gain	12	13	-4
gain	12	14	-12
gain	12	15	-3
gain	12	16	-14
gain	12	21	-26
gain	12	26	-2
gain	12	30	-3
gain	12	32	-21
gain	12	39	-14
gain	12	43	-28
gain	12	44	-18
gain	12	45	-8
gain	12	46	-14
gain	13	1	-10
gain	13	3	-24
gain	13	5	-27
gain	13	6	-24
gain	13	16	-23
gain	13	26	-24
gain	13	27	-10
gain	13	29	-28
gain	13	33	-15
gain	13	40	-18
gain	13	43	-20
gain	13	44	-11
gain	13	49	-1
gain	14	2	-9
gain	14	5	-6
gain	14	8	-30
gain	14	13	-4
gain	14	15	-21
gain	14	17	-17
gain	14	22	-17
gain	14	24	-11
gain	14	33	-22
gain	14	35	-25
gain	14	39	-17
gain	14	40	-19
gain	14	47	-17
gain	15	3	-8
gain	15	10	-19
gain	15	12	-2
gain	15	14	-9
gain	15	24	-19
gain	15	33	-29
gain	15	35	0
gain	15	38	-12
gain	15	42	-30
gain	15	49	-21
gain	16	4	-6
gain	16	7	-29
gain	16	9	-20
gain	16	11	-10
gain	16	12	-15
gain	16	17	-13
gain	16	22	-26
gain	16	24	-15
gain	16	26	-2
gain	16	31	-9
gain	16	34	-12
gain	16	39	0
gain	16	42	-8
gain	16	44	-14
gain	17	6	-13
gain	17	8	-16
gain	17	10	-22
gain	17	12	-27
gain	17	15	-8
gain	17	37	-29
gain	17	38	-4
gain	17	45	-18
gain	17	47	-23
gain	17	48	-21
gain	18	1	-15
gain	18	5	-28
gain	18	6	-27
gain	18	9	-21
gain	18	13	-3
gain	18	14	-6
gain	18	24	-12
gain	18	32	-21
gain	18	42	-30
gain	18	44	-20
gain	18	45	-9
gain	18	47	-21
gain	19	1	-21
gain	19	5	-30
gain	19	8	-18
gain	19	9	-6
gain	19	10	-10
gain	19	12	-23
gain	19	13	-10
gain	19	16	-16
gain	19	22	-17
gain	19	24	-24
gain	19	26	-5
gain	19	30	-25
gain	19	32	-9
gain	19	33	-24
gain	19	38	-17
gain	19	42	-13
gain	19	43	-11
gain	19	44	-10
gain	19	45	-7
gain	19	46	-24
gain	19	48	-13
gain	20	11	-3
gain	20	12	-23
gain	20	15	-6
gain	20	16	-26
gain	20	17	-22
gain	20	21	-11
gain	20	26	-24
gain	20	34	-3
gain	20	35	-29
gain	20	36	-6
gain	20	39	-26
gain	20	48	-14
gain	21	2	-26
gain	21	7	-19
gain	21	11	-25
gain	21	12	-21
gain	21	13	-25
gain	21	19	-22
gain	21	27	-4
gain	21	34	-14
gain	21	36	-23
gain	21	37	-26
gain	21	39	-20
gain	21	40	-16
gain	21	41	-27
gain	21	44	-20
gain	22	3	-3
gain	22	4	-2
gain	22	12	-26
gain	22	14	-23
gain	22	15	-13
gain	22	18	-11
gain	22	25	-26
gain	22	32	-7
gain	22	35	-22
gain	22	36	-6
gain	22	40	-7
gain	23	0	-13
gain	23	3	-27
gain	23	9	-25
gain	23	10	-1
gain	23	35	-26
gain	23	43	-4
gain	24	2	-27
gain	24	6	-17
gain	24	15	-21
gain	24	16	-12
gain	24	27	-29
gain	24	28	-15
gain	24	29	-12
gain	24	32	-4
gain	24	33	-10
gain	24	38	-13
gain	24	39	-30
gain	24	42	-30
gain	24	46	-13
gain	24	48	0
gain	24	49	-24
gain	25	0	-27
gain	25	4	-24
gain	25	5	-16
gain	25	7	-28
gain	25	9	-6
gain	25	13	-16
gain	25	15	-25
gain	25	19	-3
gain	25	22	-21
gain	25	28	-17
gain	25	29	-8
gain	25	30	0
gain	25	44	-13
gain	26	6	-9
gain	26	7	-26
gain	26	8	-12
gain	26	14	-22
gain	26	18	-27
gain	26	23	-28
gain	26	32	-20
gain	26	35	-16
gain	26	37	-7
gain	26	39	-29
gain	26	42	-27
gain	26	47	-24
gain	26	48	0
gain	27	0	-5
gain	27	2	-21
gain	27	3	-9
gain	27	8	-24
gain	27	9	-22
gain	27	25	-25
gain	27	34	0
gain	27	35	-17
gain	27	37	-24
gain	27	38	-15
gain	27	39	-18
gain	27	40	-4
gain	27	47	-9
gain	28	0	-28
gain	28	1	-17
gain	28	3	-10
gain	28	5	-16
gain	28	6	-28
gain	28	13	-9
gain	28	24	-22
gain	28	33	-22
gain	28	34	-9
gain	28	36	-3
gain	28	38	-3
gain	28	43	-7
gain	29	0	-28
gain	29	2	-13
gain	29	12	-23
gain	29	17	-22
gain	29	18	-28
gain	29	24	-26
